animal_id,source_record_hash,dog_name,age_summary,weight_summary,breed_or_description,sex,shelter_name,location_detail,adoption_url,backstory_summary,important_facts_jsonb,risk_flags_jsonb,unknowns_jsonb,strengths_jsonb,challenges_jsonb,ideal_home_jsonb,management_notes_jsonb,other_animals_notes,people_notes,containment_notes,medical_notes,adoption_process_notes,evidence_jsonb,schema_version,extraction_model,extraction_params_jsonb,created_at,updated_at,intro_summary,age_bucket,weight_class,altered_status,info_refreshed_at
NYCACC-247724,4dada751c2e6a46ada6a42137f264ead711d22751b9c569938277e1daa1a4ecf,Spice,2 yr,51 lbs,Unknown,Male,Animal Care Centers of NYC,"Queens, Room: 118 - Dog Adoptions B",https://nycacc.app/#/browse/247724,"Spice was brought to the shelter on February 16, 2026, and has been in care for 119 days.","[""Spice is a male dog."",""He weighs 51 lbs."",""He is 2 years old."",""He has been in care for 119 days.""]","[""Can become overexcited around children under 13."",""Mixed interactions with other dogs.""]",[],"[""Affectionate and loves attention."",""Good walker, doesn't pull on leash."",""Enjoys cuddling and being close to people.""]","[""Needs continued training for calm behaviors and impulse control."",""Prefers not to be alone for long periods.""]","[""Active, adult-only home."",""Needs plenty of exercise and companionship.""]","[""Slow introductions to other dogs are recommended."",""Enrichment and routine are key for his well-being.""]","Spice's interactions with other dogs have been mixed and can be overwhelming for him. He would do best with slow, structured introductions or as the only pet.",Spice can become overexcited around children under 13 and benefits from an adult-only home.,N/A,N/A,N/A,"[""\""Spice is a high-energy, affectionate dog who loves attention.\"""",""\""He prefers company and may struggle when left alone for long periods.\"""",""\""He would do best in an active, adult-only home that can give him plenty of exercise.\""""]",fact_v1,gpt-5.4-mini,"{""temperature"":0.2}",2026-06-05 22:09:54.559227+00,2026-06-15 05:02:19.224583+00,"Spice is a lively and affectionate male dog looking for an active adult-only home. He thrives on companionship and needs plenty of exercise and structure. Spice has mixed interactions with other dogs and would do best with slow introductions or as the only pet. He can become overexcited, so continued training is recommended to help him build calm behaviors. Despite his name, he's more of a cuddle bug than spicy, making him a great companion for those who enjoy a snuggly dog.",Young (1-3yrs),Medium (25-60lbs),N/A,2026-06-14 22:51:45.149651+00
NYCACC-251865,0b0b1e5d149dced21be84ad92535fd9cf871642219bd024971ac86c8bcabefa4,Mango Lassi,1 yr,59 lbs,Unknown,Male,Animal Care Centers of NYC,"Queens, Room: 115 - Dog Adoptions A",https://nycacc.app/#/browse/251865,Mango Lassi was found running alongside a road and is now in need of a new home.,"[""Mango Lassi is a male dog."",""He is 1 year old."",""He weighs 59.5 lbs."",""He is currently in Queens at the Animal Care Centers of NYC.""]","[""Behavioral concerns"",""Reluctant to return to kennel""]",[],"[""Highly social with staff"",""Enjoys gentle affection""]","[""Nervous in new situations"",""Behaviorally deteriorating in kennel""]","[""Calm adult-only home"",""Needs a gentle, predictable environment"",""Requires slow introductions to other dogs""]","[""Build trust slowly with Mango Lassi."",""Provide calm and patient handling.""]",Mango Lassi has shown neutral behavior on leash around other dogs and would benefit from slow introductions if living with another dog.,Mango Lassi is recommended for a home without children under 13 due to his fearful nature.,N/A,Mango Lassi is apparently healthy.,This pet needs emergency placement.,"[""Mango Lassi is at risk due to behavioral concerns."",""He has been observed repeatedly jumping up and down throughout the day."",""Mango Lassi is behaviorally deteriorating in the kennel despite receiving daily enrichment."",""He enjoys spending time with staff during borough breaks.""]",fact_v1,gpt-5.4-mini,"{""temperature"":0.2}",2026-06-06 07:38:17.710156+00,2026-06-15 06:30:40.22005+00,"Mango Lassi is a 1-year-old male dog currently at risk due to behavioral concerns. He has been observed jumping up and down in his kennel and can be reluctant to return inside. Despite these challenges, he is social with staff and enjoys their company. Mango Lassi is looking for a calm, patient home where he can feel safe and build trust. He would do best in an adult-only environment with gentle routines.",Young (1-3yrs),Large (60+lbs),N/A,2026-06-13 22:46:28.360859+00
NYCACC-251205,dfa1a1682556cf4d407a371023626677583da2b3beff1c4a0b1d3eab2bc5a0a8,Quinn,3 yr,57 lbs,Unknown,Male,Animal Care Centers of NYC,"Queens, Room: 118 - Dog Adoptions B",https://nycacc.app/#/browse/251205,"Quinn was brought to the shelter on April 3, 2026, and has been in care for 73 days.","[""Quinn is a male dog."",""He weighs 57 lbs."",""He is 3 years old."",""He has been in the shelter for 73 days.""]",[],[],"[""Quinn is social and enjoys playtime."",""He is food motivated, which aids in learning."",""He comes pre-housebroken.""]","[""Quinn may need appropriate toys and positive outlets for his energy.""]","[""Quinn would do best in a home without very tiny humans."",""He could be open to older human children once he meets them.""]",[],Quinn has been found to ignore dogs on walks and showed positive interest in another dog during a supervised introduction.,"Quinn is trusting and open with people, greeting them warmly and enjoying affection.",N/A,N/A,N/A,"[""My history is a mystery and my friends here do not know much about me yet!"",""He greets me like his BFF."",""He comes pre-housebroken!""]",fact_v1,gpt-5.4-mini,"{""temperature"":0.2}",2026-06-15 09:00:32.268855+00,2026-06-15 09:00:32.268855+00,null,Young (1-3yrs),Medium (25-60lbs),N/A,2026-06-15 08:41:45.849033+00
PACC-A734777,9a4fad4a2c478c5fefc27d16dc822504dc09d1b8fdb96e70d1c5af9f50c5c85e,Lulu,9 yr,66 lbs,Pit Bull Terrier Mix,Female,Pima Animal Care Center,Kennel D130,https://24petconnect.com/PimaAdoptablePets/Details/PIMA/A734777,"Lulu has been at the shelter multiple times since 2021, originally coming in as a stray. She was adopted but returned due to breed restrictions in her new home. She has now returned to the shelter as a senior dog.","[""Lulu is a spayed female."",""Lulu is a Pit Bull Terrier mix."",""Lulu has been at the shelter since March 24, 2026."",""Lulu is 9 years old."",""Lulu weighs 66 lbs.""]",[],[],"[""Lulu is house trained."",""Lulu is gentle and easygoing."",""Lulu enjoys cuddling and receiving rubs."",""Lulu walks well on a leash.""]","[""Lulu needs a home without small dogs or cats.""]","[""A home without small dogs or cats."",""A loving environment for a senior dog.""]","[""Meet any resident dogs before adoption.""]",Lulu has been playful when meeting other dogs in playgroup and shares her kennel with another dog.,Lulu has done well with kids and is known to be affectionate with people.,Lulu was house trained in her former home and slept in a kennel at night.,N/A,Visit during regular business hours or email pacc.adopt@pima.gov for questions.,"[""\""I am a spayed female, blue and white Pit Bull Terrier mix.\"""",""\""Lulu was house trained in her former home.\"""",""\""Lulu was adopted the same year but was returned due to apartment breed restrictions.\"""",""\""Lulu shares her kennel with another PACC pup and has been playful when meeting other dogs in playgroup.\""""]",fact_v1,gpt-5.4-mini,"{""temperature"":0.2}",2026-06-06 00:08:11.514338+00,2026-06-15 05:02:55.677283+00,"Lulu is a sweet spayed female Pit Bull Terrier mix who has been at the shelter since March 24, 2026. She is looking for a loving home to spend her golden years in. Lulu has a history of being house trained and has lived with other dogs and kids. She enjoys cuddling and is known for her gentle demeanor. Lulu would thrive in a home without small dogs or cats.",Senior (8+yrs),Large (60+lbs),Spayed,2026-06-14 19:06:15.439017+00
PACC-A896801,997537b11918e0e7ffdbe9ad5099d6af1179927e407c989aba99c6f848676ac4,Fangorn,3 yr,65 lbs,Pit Bull Terrier,Male,Pima Animal Care Center,Kennel D145,https://24petconnect.com/PimaAdoptablePets/Details/PIMA/A896801,"Fangorn has been at the shelter since April 4, 2026, and is ready for adoption.","[""Neutered male"",""Pit Bull Terrier"",""Approximately 3 years old"",""Weighs 65 lbs"",""Ready for adoption""]",[],[],"[""Friendly and affectionate"",""Eager to please"",""Highly treat motivated"",""Calm and well behaved in kennel"",""Good on leash""]",[],"[""Would like to meet resident dogs before adoption"",""Needs a loving family""]","[""Email pacc.adopt@pima.gov for adoption questions"",""Visit during regular business hours for adoption""]",Fangorn shares his kennel with another dog and has been independent when meeting other dogs in playgroup.,Fangorn is friendly and enjoys affection from people.,N/A,N/A,Ready for adoption; visit during regular business hours.,"[""I am a neutered male, tan Pit Bull Terrier."",""I have been at the shelter since Apr 04, 2026 and am ready to go home today!"",""Fangorn is a friendly, silly boy who loves affection."",""He hasn't quite mastered his sit, but he's highly treat motivated and eager to please."",""In kennel, he was calm and well behaved.""]",fact_v1,gpt-5.4-mini,"{""temperature"":0.2}",2026-06-07 22:30:24.972486+00,2026-06-15 05:03:19.884056+00,"Fangorn is a friendly and affectionate neutered male Pit Bull Terrier. He is approximately 3 years old and weighs around 65 lbs. Fangorn enjoys interacting with people and is eager to please, making him a great candidate for training. He has been at the shelter since April 4, 2026, and is ready for adoption. Fangorn would like to meet any resident dogs before going home to ensure a good fit.",Young (1-3yrs),Large (60+),Neutered,2026-06-14 22:07:14.387052+00
MP-009911,8c7afa6ee2c8fdc37f136be6a8b3892ea5558c857042cf1cd37732005c4055ad,Astra,"0 yr, 4 mo",16 lbs,Unknown,Female,Muddy Paws Rescue,"NYC, NY",https://www.muddypawsrescue.org/adoptable?dog=009911,Astra is available for adoption through Muddy Paws Rescue. She is microchipped and up to date on all age-appropriate medical care.,"[""Microchipped"",""Up to date on all age-appropriate medical care""]",[],"[""Breed is unknown as DNA test has not been done"",""May be 50 to 60 pounds when fully grown""]","[""Loves to play with resident dog"",""Enjoys cuddling"",""Very affectionate""]",[],[],[],Astra loves to play with our resident dog.,Astra is very affectionate with her foster parents and enjoys cuddling.,N/A,N/A,"If you're interested in adopting, begin the registration process at www.muddypawsrescue.org.","[""Astra is a sweet girl who is ready to get her life started with her forever family!"",""Astra loves to play with our resident dog."",""She loves breakfast and dinner, but the tail wags truly come out with a little bit of shredded cheese in the mix."",""They are microchipped and up to date on all age-appropriate medical care.""]",fact_v1,gpt-5.4-mini,"{""temperature"":0.2}",2026-06-10 00:31:05.833585+00,2026-06-13 01:00:51.15079+00,"Astra is a sweet girl who is ready to get her life started with her forever family! She is full of love and extremely interested in everything going on around her. Astra loves to play with her resident dog and cuddle with both the resident dog and her foster parents. She enjoys breakfast and dinner, but her tail wags truly come out with a little bit of shredded cheese in the mix.",Puppy (<1yr),Small (<25lbs),Spayed,2026-06-12 18:01:31.902958+00
HSSA-47956480,648413e68399816814deae12001e0fc945da6f1be311bb8fd752e532f04396c5,Moomoo,10 yr,49 lbs,Unknown,Female,Humane Society of Southern Arizona,"Tucson, AZ",https://www.adoptapet.com/pet/47956480,MooMoo has been living outdoors and is now ready for a cozy home after raising her puppies.,"[""Senior dog"",""Gets along well with other dogs""]",[],"[""House training status"",""Leash walking status""]","[""Gentle"",""Loving"",""Sweet""]","[""Needs help with indoor life""]","[""Patient family"",""Cozy home""]",[],Gets along well with other dogs.,Needs a patient family to help her adjust.,N/A,N/A,N/A,"[""\""sweet senior mama\"""",""\""gets along well with other dogs\"""",""\""needs a patient family to help her learn the ropes of indoor life\""""]",fact_v1,gpt-5.4-mini,"{""temperature"":0.2}",2026-06-13 07:00:37.611028+00,2026-06-13 07:00:37.611028+00,"MooMoo is a sweet senior mama looking for her forever home after raising a litter of puppies. She is ready to enjoy her golden years with soft beds and belly rubs. MooMoo gets along well with other dogs and has a loving heart. She will need a patient family to help her learn indoor life, including leash walking and house training.",Senior (8+yrs),Medium (25-60lbs),N/A,2026-06-13 06:42:23.441107+00
PACC-A896795,63deab1e292a0b1eddcd4184892cfae97c514e09c216f8f5df67712ac59825e3,Dale,"2 yr, 2 mo",59 lbs,Chow Chow,Male,Pima Animal Care Center,Kennel D204,https://24petconnect.com/PimaAdoptablePets/Details/PIMA/A896795,"Dale has been at the shelter since April 4, 2026, and is ready for adoption.","[""Neutered male"",""Chow Chow"",""Weight: 59 lbs"",""Age: 2 years and 2 months""]",[],[],"[""Playful"",""Lovable"",""Curious"",""Good with other dogs""]","[""Needs patience to settle in""]","[""Patient home environment""]",[],Dale has shared his kennel and has been playful and easygoing when meeting other dogs in playgroup.,Dale is curious but cautious with people; he warms up with treats and gentle pets.,N/A,N/A,"If you are interested in adopting this pet, visit us during regular business hours or email pacc.adopt@pima.gov for questions.","[""I have been at the shelter since Apr 04, 2026"",""I am a neutered male, red and white Chow Chow"",""Dale is a beautiful, curious-but-cautious boy"",""Dale has shared his kennel and has been playful and easygoing when meeting other dogs""]",fact_v1,gpt-5.4-mini,"{""temperature"":0.2}",2026-06-06 00:08:00.701111+00,2026-06-15 05:03:04.645813+00,"Dale is a playful and lovable red and white Chow Chow who is ready to find his forever home. He has been at the shelter since April 4, 2026, and is currently in Kennel D204. Dale is neutered and weighs approximately 59 lbs. He is curious and enjoys exploring, especially in playgroups with other dogs. Dale would thrive in a patient home where he can settle in and warm up to his new family.",Young (1-3yrs),Medium (25-60lbs),Neutered,2026-06-14 22:07:04.846979+00
HSSA-47257339,aca7c4dd87e18142a87fda69f3cc149784b7620eee41f5689e5550bd6280fda4,Goose,"5 yr, 3 mo",62 lbs,Unknown,Male,Humane Society of Southern Arizona,"Tucson, AZ",https://www.adoptapet.com/pet/47257339,Goose is available for adoption through the Humane Society of Southern Arizona.,"[""Goose is 5 years old."",""Goose weighs 62 lbs."",""Goose is male.""]","[""Goose can be reactive on leash.""]",[],"[""Goose has a big personality."",""Goose has a big heart."",""Goose gets along well with other dogs.""]","[""Goose needs a patient adopter to continue his training."",""Goose would do best in a home without children.""]","[""Calm and predictable environment.""]","[""Continue training to help Goose feel more confident on walks.""]",Goose enjoys canine companionship with proper introductions.,Goose would do best in a home without children.,N/A,N/A,N/A,"[""Goose is a 5-year-old pup with a big personality and an even bigger heart."",""Goose can be reactive on leash."",""He would do best in a home without children.""]",fact_v1,gpt-5.4-mini,"{""temperature"":0.2}",2026-06-13 07:00:46.461548+00,2026-06-13 07:00:46.461548+00,"Goose is a 5-year-old pup with a big personality and an even bigger heart. He gets along well with other dogs and enjoys canine companionship, especially with proper introductions. On leash, Goose can be reactive and will need a patient adopter committed to continuing his training and helping him feel more confident out on walks. He would do best in a home without children where he can have a calmer, more predictable environment.",Adult (3-7yrs),Large (60+lbs),N/A,2026-06-13 06:42:26.50626+00
PACC-A897786,c4475fdc6994813a57729b821209462d00fdff4c701fb53c31c4a549bef2e96f,Mesquite,"2 yr, 2 mo",49 lbs,German Shepherd Dog Mix,Female,Pima Animal Care Center,Kennel D028,https://24petconnect.com/PimaAdoptablePets/Details/PIMA/A897786,"Mesquite has been at the shelter since Apr 15, 2026 and is ready for adoption.","[""I weigh approximately 49.00 lbs."",""I am about 2 years and 2 months old."",""I have been at the shelter since Apr 15, 2026."",""I am in Kennel D028.""]","[""Has valley fever.""]",[],"[""Very sweet and affectionate."",""Smart and treat-motivated."",""Independent and easygoing with other dogs.""]","[""Requires treatment for valley fever.""]","[""Looking for a family who will maintain her treatment.""]",[],Mesquite has been independent and easygoing when meeting other dogs in playgroup.,"Mesquite is very sweet and affectionate, loves to stick close to your side, lean into you for pets, and give kisses.",N/A,Mesquite has valley fever and is looking for a family who will maintain her treatment with inexpensive and readily available medication.,"If you are interested in adopting this pet, visit us during regular business hours. Please email pacc.adopt@pima.gov for any questions regarding the adoption process.","[""I have been at the shelter since Apr 15, 2026 and ready for adoption!"",""I am a female, tan and black German Shepherd Dog mix."",""Mesquite shares her kennel with another PACC pup and has been independent and easygoing when meeting other dogs in playgroup."",""She has valley fever and is looking for a family who will maintain her treatment with inexpensive and readily available medication.""]",fact_v1,gpt-5.4-mini,"{""temperature"":0.2}",2026-06-15 05:30:28.938292+00,2026-06-15 05:30:28.938292+00,null,Young (1-3yrs),Medium (25-60lbs),Unaltered,2026-06-15 05:08:05.653244+00
NYCACC-223631,76ba4e9356cbec8d4944bed781c0ef6ed43ab9834b934f66ee2a19eb1925c6e8,Zazu,8 yr,77 lbs,Unknown,Female,Animal Care Centers of NYC,In Foster,https://nycacc.app/#/browse/223631,Zazu was found abandoned in Queens and brought to the shelter by officers at the 116th precinct. She has been in care for 440 days.,"[""My Adoption Fee is Sponsored"",""Zazu is crate trained"",""Zazu is housetrained"",""Zazu walks beautifully on a leash"",""Zazu knows all the basic commands""]","[""Mixed responses with other dogs"",""Wary of small dogs""]",[],"[""Gentle and social"",""Ideal for families with respectful kids"",""Low maintenance"",""Professional cuddler""]",[],"[""Calm and loving home"",""Home where she can snooze in sunny spots"",""Home with leisurely strolls""]","[""A solo-pet household or slow introductions at home would be best""]",Zazu has shown mixed responses with other dogs and seems more comfortable avoiding confrontation.,"Zazu is gentle, social, and tolerant of handling, making her a great match for families with respectful kids.",Zazu walks politely with minimal pulling and happily follows her handler's lead.,Zazu recently had a full vet check and came back with a clean bill of health.,Meet-and-greet is recommended before adoption.,"[""Zazu truly is something special"",""Zazu is very easy going"",""Zazu is SO happy when it's time for a walk"",""Zazu is an easy going, well behaved pup"",""Zazu is a senior sweetheart looking for a calm, loving home""]",fact_v1,gpt-5.4-mini,"{""temperature"":0.2}",2026-06-05 21:12:20.275689+00,2026-06-15 08:04:07.512733+00,"Zazu is a sweet and easy-going 8-year-old female dog currently in foster care. She is well-behaved, knows basic commands, and enjoys both walks and lounging on the couch. Zazu is crate trained and housetrained, making her a low-maintenance companion. She gets along well with medium-sized dogs but is a bit wary of small dogs. Zazu would thrive in a calm, loving home and is gentle with children.",Senior (8+yrs),Large (60+lbs),N/A,2026-06-14 17:03:05.634492+00
NYCACC-249613,7fb61abb450db418aa827b948b5bb9d093cfc52775157330ca735ba70d10bb1e,Sadie,1 yr,41 lbs,Unknown,Female,Animal Care Centers of NYC,In Foster,https://nycacc.app/#/browse/249613,"Sadie was brought into the shelter on March 14, 2026, and has been in care for 93 days. She is currently in a foster home where she is being socialized and trained.","[""Sadie is a female dog."",""She is currently in foster care."",""Sadie is 1 year old and weighs 41 lbs.""]",[],[],"[""Sadie is affectionate and craves attention."",""She is a fast learner and responds well to training."",""Sadie is friendly with people and other dogs.""]","[""Sadie can be nervous around loud noises.""]","[""An energetic and patient home is ideal for Sadie."",""Someone ready to work on training with her is needed.""]",[],Sadie is friendly with other dogs.,Sadie is friendly and tries to greet every person she meets.,N/A,N/A,N/A,"[""Sadie Baby is the absolute sweetest soul you'll ever have the pleasure of knowing!"",""She is a total lovebug who craves nothing more than your affection and attention."",""Sadie is really still a baby herself - even though she's already had puppies.""]",fact_v1,gpt-5.4-mini,"{""temperature"":0.2}",2026-06-05 23:51:10.837619+00,2026-06-15 09:00:59.599225+00,"Sadie is a sweet and affectionate female dog currently in foster care. She is a fast learner who enjoys puzzle games and is motivated by praise and treats. Sadie can be nervous around loud noises, so she needs a patient family to help her adjust. She is friendly with both people and other dogs, making her a great companion. Sadie is ready to find her forever home and share her love with a new family.",Young (1-3yrs),Medium (25-60lbs),N/A,2026-06-15 02:05:41.395293+00
NYCACC-250088,a4cdf11b79e06d417cc1207dc7eb6ad4a7ceedda300f7b7d96e3877167d357fa,Bayne,1 yr,58 lbs,Unknown,Male,Animal Care Centers of NYC,"Queens, Room: 118 - Dog Adoptions B",https://nycacc.app/#/browse/250088,Bayne was found as a stray and spent some time in a home before coming to the shelter.,"[""Bayne is at risk due to behavioral concerns."",""He is reported to be fearful and has escalated to displaying hard barking and baring his teeth when people approach his kennel."",""Bayne is apparently healthy.""]","[""Behavioral concerns"",""Fearful nature"",""Sensitivity to new environments""]",[],"[""Accepts treats outside of the kennel"",""Can warm up with reassurance""]","[""Needs time to build confidence"",""May become startled by outside stressors""]","[""Quiet home with a predictable routine"",""Patient adopter"",""Low-traffic environment""]","[""Slow introductions to other pets are important"",""Continued training will support calm behavior around other pets""]",Bayne has shown no reactivity toward other dogs in care but pulls toward animals on walks.,Recommended for a home without children under 13 due to his fearful nature.,He walks with a zig-zag pattern and will benefit from loose-leash training.,Bayne is apparently healthy.,Bayne is available to a Level 4 adopter.,"[""This pet needs emergency placement."",""Bayne is reported to be fearful and has escalated to displaying hard barking and baring his teeth when people approach his kennel."",""He is still adjusting to new environments and benefits from a calm, low-pressure approach.""]",fact_v1,gpt-5.4-mini,"{""temperature"":0.2}",2026-06-05 23:55:11.433051+00,2026-06-15 09:01:12.127055+00,"Bayne is a sensitive male dog who needs emergency placement due to behavioral concerns. He has displayed fearful behavior and has escalated to hard barking and baring his teeth when approached. Despite this, he accepts treats outside of his kennel and is medically healthy. Bayne was found as a stray and is still adjusting to new environments, requiring a calm and patient adopter.",Young (1-3yrs),Medium (25-60lbs),N/A,2026-06-15 08:41:20.922278+00
NYCACC-253032,ecb9f2f41da28dbea2f9087214f4848bf49a19db0d55ef2c16bb650fe7494ca3,Baby Beluga,5 yr,65 lbs,Unknown,Male,Animal Care Centers of NYC,"Queens, Room: 127 - Dog Holding D-1",https://nycacc.app/#/browse/253032,Baby Beluga was surrendered as a stray. He was trially adopted but returned due to a bite incident involving resource guarding.,"[""Available only through ACC New Hope partners"",""Surrendered as a stray"",""Trially adopted but returned due to a bite incident""]","[""Bite history"",""Resource guarding""]","[""Unknown past behavior in a home environment"",""Unknown if lived with other animals or children""]","[""Easy to remove from the kennel"",""Readily accepted treats"",""Seeks petting from handlers""]","[""Arousal during handling"",""Mounting behavior"",""Resource guarding leading to biting""]","[""Adult-only home"",""Stable environment for behavior evaluation""]","[""Behavior modification recommended (force-free, positive reinforcement-based)""]",null,Sensitive and shy; needs extra help from humans.,null,null,"To adopt or foster, complete the pre-screener form; inquiries sent directly to ACC will not receive a response.","[""Available only through ACC New Hope partners"",""Surrendered as a stray"",""Trially adopted but returned due to a bite incident"",""Resource guard a bone and escalated to snapping"",""Bite did break skin and draw blood, leaving a puncture""]",fact_v1,gpt-5.4-mini,"{""temperature"":0.2}",2026-06-10 07:01:01.84524+00,2026-06-13 07:30:25.976398+00,null,Adult (3-7yrs),Large (60+),N/A,2026-06-11 21:09:45.756732+00
PACC-A894747,96d79af096777f9880a276bdae87971c44ddaa672f7d0f4ce8ad49af827a4702,Muffin,3 yr,48 lbs,Pit Bull Terrier Mix,Male,Pima Animal Care Center,Kennel D112,https://24petconnect.com/PimaAdoptablePets/Details/PIMA/A894747,"Muffin was found as a stray and has been at the shelter since Mar 06, 2026.","[""Neutered male"",""Pit Bull Terrier mix"",""Ready to go home today""]",[],[],"[""Very sweet and affectionate"",""Easy to leash up"",""Non-reactive to dogs"",""Learning to sit"",""Takes treats nicely""]","[""Stubborn sniffer""]","[""Prefers a home without small dogs"",""Would like to meet resident dogs before adoption""]",[],Muffin would like to meet any resident dogs before heading home and prefers a home without small dogs.,Muffin was very friendly with adults and kids.,N/A,N/A,Visit during regular business hours or email pacc.adopt@pima.gov for questions regarding the adoption process.,"[""I am a neutered male, tan and white Pit Bull Terrier mix."",""I have been at the shelter since Mar 06, 2026 and am ready to go home today!"",""Muffin was found as a stray and was very friendly with adults and kiddos.""]",fact_v1,gpt-5.4-mini,"{""temperature"":0.2}",2026-06-08 22:02:16.949952+00,2026-06-15 05:31:11.552886+00,null,Young (1-3yrs),Medium (25-60lbs),Neutered,2026-06-14 21:08:05.695954+00
PACC-A893563,41cb9a152c641fa4e7b396592bea24ed13b59d3519a40e1e31d8e765a8a2a660,Grammar,"2 yr, 4 mo",52 lbs,Queensland Heeler Mix,Female,Pima Animal Care Center,Kennel D055,https://24petconnect.com/PimaAdoptablePets/Details/PIMA/A893563,"Grammar has been at the shelter since February 20, 2026, and is ready for adoption.","[""Grammar is a spayed female."",""She weighs 52 lbs."",""She is a Queensland Heeler mix."",""She has been at the shelter since February 20, 2026.""]",[],[],"[""Fun personality"",""Sociable"",""Enjoys car rides"",""Good with outings""]",[],"[""Would like to meet resident pups before adoption""]",[],Grammar shares her kennel with another dog and would like to meet any resident pups before heading home.,Everyone who has taken Grammar out has fallen in love with her; she is sociable and enjoys being around people.,N/A,N/A,"If you are interested in adopting this pet, visit us during regular business hours or email pacc.adopt@pima.gov for questions regarding the adoption process.","[""I am a spayed female, black and white Queensland Heeler mix."",""I have been at the shelter since Feb 20, 2026 and am ready to go home today!"",""Grammar is a loving, fun, good girl!"",""Grammar loves cuddles and belly rubs!""]",fact_v1,gpt-5.4-mini,"{""temperature"":0.2}",2026-06-13 08:30:48.840309+00,2026-06-13 08:30:48.840309+00,"Grammar is a spayed female Queensland Heeler mix who has been at the shelter since February 20, 2026. She is ready to go home today! Grammar is known for her fun personality and sociable nature, enjoying outings and car rides. She shares her kennel with another dog and would like to meet any resident pups before heading home to ensure a good fit.",Young (1-3yrs),Medium (25-60lbs),Spayed,2026-06-13 08:09:50.24516+00
MP-009742,4d9a92d7220b26f124d429d0272baf59f951beb6cd31bdc47aa031e258b6ed87,Taz,9 yr,55 lbs,Unknown,Male,Muddy Paws Rescue,NYC,https://www.muddypawsrescue.org/adoptable?dog=009742,Taz is a 9-year-old dog available for adoption through Muddy Paws Rescue. He is fully grown at 55 pounds and has not had a DNA test to determine his breed.,"[""House-trained"",""Crate-trained"",""Microchipped"",""Up to date on medical care""]","[""Sensitive to personal space"",""May take time to trust new people""]","[""Breed is unknown"",""No specific dog restrictions mentioned""]","[""Calm and mellow demeanor"",""Affectionate and loving"",""Enjoys human companionship""]","[""Needs a calm environment"",""Sensitive to rushing people or dogs""]","[""Home that can advocate for his space"",""Calm and predictable environment""]","[""Use a regular leash and martingale collar for walks""]",,Taz may take a couple of days to open up and trust new people.,Taz is happiest when the world around him stays respectful of his personal bubble.,Taz is up to date on all age-appropriate medical care.,Interested adopters should begin the registration process at www.muddypawsrescue.org.,"[""9+ year-old gentleman"",""wonderfully house-trained"",""very well crate-trained"",""mellow, low-key guy"",""doesn’t love when people rush into his space""]",fact_v1,gpt-5.4-mini,"{""temperature"":0.2}",2026-06-05 23:58:06.462948+00,2026-06-15 09:03:38.989016+00,"Taz is a 9-year-old male dog who enjoys a calm and predictable environment. He is house-trained and crate-trained, often seen snoozing or following his humans for affection. Taz prefers a respectful space and may take time to trust new people. He is microchipped and up to date on medical care, making him a great companion for someone looking for a mellow friend.",Senior (8+yrs),Medium (25-60lbs),Neutered,2026-06-15 06:00:51.018103+00
NYCACC-253632,39e2bb1899a568969d1dac61d6bb98549790ac3b2658eec4125f0b30bb2151ad,Vera,8 yr,68 lbs,Unknown,Female,Animal Care Centers of NYC,"Queens, Room: 115 - Dog Adoptions A",https://nycacc.app/#/browse/253632,Vera was found stray after being rehomed a few weeks ago. She arrived in a tight muzzle and has foreign debris attached to her.,"[""Female"",""8 years old"",""68.125 lbs"",""Found stray"",""Available for adoption""]","[""Tensed during assessment when hind end was touched""]","[""Unknown if she has lived with other animals"",""Unknown if she has lived with children""]","[""Playful"",""Cute"",""Loving demeanor""]","[""Tensed when touched on hind end""]","[""Best in a home without very tiny humans"",""Open to older children once met""]","[""Needs a little experience in handling""]",Unknown if she has lived with other animals.,"Could be open to older human children once met, but best without very tiny humans.",N/A,N/A,N/A,"[""My history is a mystery"",""I could be open to older human children once I meet them"",""She tensed a bit in her assessment when her hind end was touched""]",fact_v1,gpt-5.4-mini,"{""temperature"":0.2}",2026-06-06 07:40:47.998347+00,2026-06-15 07:33:19.24911+00,null,Senior (8+yrs),Large (60+lbs),N/A,2026-06-14 02:01:17.204475+00
